,n_obs,n_firms,n_time,dep_var,rhs_vars,time_fe,firm_fe,battery
M0,15706,170,109,oas_mean,leverage | log_assets | cash_to_assets | current_ratio | interest_coverage | residual_maturity_mean | rollover_12m | ivol_252,True,True,main_covid
M1_covid,15706,170,109,oas_mean,leverage | log_assets | cash_to_assets | current_ratio | interest_coverage | residual_maturity_mean | rollover_12m | ivol_252 | policy_rate | term_spread_10y_2y | move_eom | covid_dummy,False,True,main_covid
M2_covid,15706,170,109,oas_mean,leverage | log_assets | cash_to_assets | current_ratio | interest_coverage | residual_maturity_mean | rollover_12m | ivol_252 | policy_rate | term_spread_10y_2y | move_eom | covid_dummy | mkt_ret,False,True,main_covid
M3_covid,13969,168,108,oas_mean,leverage | log_assets | cash_to_assets | current_ratio | interest_coverage | residual_maturity_mean | rollover_12m | ivol_252 | policy_rate | term_spread_10y_2y | move_eom | covid_dummy | mkt_ret | mkt_ret_x_leverage | mkt_ret_x_market_power,False,True,main_covid
M4_covid,15706,170,109,oas_mean,leverage | log_assets | cash_to_assets | current_ratio | interest_coverage | residual_maturity_mean | rollover_12m | ivol_252 | policy_rate | term_spread_10y_2y | move_eom | covid_dummy | credit_level | credit_slope,False,True,main_covid
M5_covid,13969,168,108,oas_mean,leverage | log_assets | cash_to_assets | current_ratio | interest_coverage | residual_maturity_mean | rollover_12m | ivol_252 | policy_rate | term_spread_10y_2y | move_eom | covid_dummy | credit_level | credit_slope | credit_level_x_rollover | credit_level_x_market_power,False,True,main_covid
M6_covid,15706,170,109,oas_mean,leverage | log_assets | cash_to_assets | current_ratio | interest_coverage | residual_maturity_mean | rollover_12m | ivol_252 | policy_rate | term_spread_10y_2y | move_eom | covid_dummy | mkt_ret | credit_level | credit_slope | mkt_ret_x_leverage | credit_level_x_rollover,False,True,main_covid
