market_share_industry_group,marginal_effect,se,ci_low,ci_high
0.005705368466812419,-76.50125560496284,16.964224049399945,-109.75113474178673,-43.25137646813894
0.008994675546663295,-75.8623850015682,16.87857958666975,-108.94440099144092,-42.78036901169549
0.012283982626514173,-75.22351439817355,16.795993632765708,-108.14366191839434,-42.30336687795276
0.015573289706365049,-74.58464379477891,16.716511518355837,-107.34900637075634,-41.820281218801476
0.018862596786215925,-73.94577319138428,16.640177720138592,-106.56052152285591,-41.33102485991264
0.022151903866066802,-73.30690258798963,16.567035756444962,-105.77829267062175,-40.8355125053575
0.025441210945917676,-72.66803198459499,16.497128081454395,-105.00240302424561,-40.33366094494438
0.02873051802576855,-72.02916138120035,16.43049597850145,-104.2329334990632,-39.82538926333751
0.03201982510561943,-71.3902907778057,16.36717945298608,-103.46996250565842,-39.31061904995299
0.035309132185470306,-70.75142017441107,16.30721712543262,-102.713565740259,-38.78927460856313
0.03859843926532118,-70.11254957101643,16.25064612527182,-101.9638159765492,-38.26128316548366
0.041887746345172054,-69.4736789676218,16.197501985944537,-101.22078286007309,-37.7265750751705
0.045177053425022935,-68.83480836422714,16.147818541945487,-100.48453270644029,-37.18508402201399
0.04846636050487381,-68.1959377608325,16.101627828439447,-99.75512830457382,-36.63674721709119
0.051755667584724684,-67.55706715743787,16.05895998409015,-99.03262872625457,-36.08150558862117
0.055044974664575565,-66.91819655404322,16.019843157743395,-98.31708914322027,-35.51930396486617
0.05833428174442644,-66.27932595064858,15.984303419600215,-97.60856065306501,-34.95009124823216
0.06162358882427731,-65.64045534725395,15.952364677502963,-96.90709011515975,-34.37382057934814
0.0649128959041282,-65.0015847438593,15.92404859893681,-96.21271999777545,-33.79044948994315
0.06820220298397907,-64.36271414046466,15.899374539321176,-95.52548823753416,-33.19994004339516
0.07149151006382995,-63.723843537070024,15.878359477130614,-94.84542811224603,-32.60225896189402
0.07478081714368083,-63.08497293367538,15.861017956342168,-94.17256812810604,-31.99737773924473
0.0780701242235317,-62.44610233028074,15.847362036657389,-93.50693192212921,-31.385272738432256
0.08135943130338258,-61.8072317268861,15.837401251891892,-92.8485381805942,-30.765925273177995
0.08464873838323346,-61.16836112349146,15.831142576864751,-92.19740057414637,-30.139321672836545
0.08793804546308433,-60.52949052009682,15.828590403054502,-91.55352771008364,-29.505453330109997
0.09122735254293521,-59.89061991670218,15.829746523219319,-90.91692310221204,-28.864316731192314
0.09451665962278609,-59.25174931330754,15.834610125106812,-90.28758515851689,-28.21591346809819
0.09780596670263696,-58.6128787099129,15.843177794304783,-89.66550718675028,-27.560250233075525
0.10109527378248784,-57.974008106518255,15.855443526209704,-89.05067741788928,-26.897338795147235
0.10438458086233872,-57.33513750312362,15.871398747015155,-88.44307904727333,-26.227195958973915
0.10767388794218959,-56.696266899728975,15.891032343549593,-87.84269029308618,-25.549843506371772
0.11096319502204047,-56.05739629633433,15.914330701722276,-87.24948447170999,-24.86530812095867
0.11425250210189135,-55.418525692939696,15.941277753269253,-86.66343008934743,-24.173621296531962
0.11754180918174222,-54.77965508954506,15.971855030428689,-86.0844909491853,-23.47481922990483
0.1208311162615931,-54.14078448615041,16.006041728117516,-85.51262627326074,-22.76894269904008
0.12412042334144398,-53.50191388275577,16.04381477312999,-84.94779083809055,-22.05603692742099
0.12740973042129483,-52.863043279361136,16.08514889983382,-84.38993512303543,-21.33615143568685
0.13069903750114573,-52.22417267596649,16.130016731801675,-83.83900547029778,-20.60933988163521
0.1339883445809966,-51.58530207257185,16.178388868785266,-83.29494425539097,-19.87565988975273
0.13727765166084746,-50.94643146917721,16.230233978415836,-82.75769006687224,-19.135172871482176
0.14056695874069833,-50.30756086578258,16.285518891999384,-82.22717789410137,-18.387943837463784
0.14385626582054922,-49.668690262387926,16.34420870376629,-81.70333932176986,-17.634041203005992
0.1471455729004001,-49.02981965899329,16.406266872933852,-81.18610272994364,-16.87353658804294
0.15043487998025096,-48.390949055598654,16.471655327945626,-80.67539349837207,-16.106504612825226
0.15372418706010185,-47.75207845220401,16.540334572263294,-80.17113421384008,-15.333022690567951
0.15701349413995272,-47.11320784880937,16.612263791104247,-79.6732448793737,-14.553170818245043
0.1603028012198036,-46.47433724541473,16.68740095854097,-79.18164312415503,-13.76703136667443
0.16359210829965448,-45.83546664202009,16.76570294440561,-78.69624441305508,-12.97468887098509
0.16688141537950535,-45.19659603862545,16.847125620474365,-78.2169622547552,-12.176229822495692
0.17017072245935622,-44.55772543523081,16.931623965440902,-77.74370840749498,-11.371742462966637
0.1734600295392071,-43.918854831836164,17.01915216822499,-77.27639308155715,-10.561316582115182
0.17674933661905798,-43.27998422844153,17.109663729201646,-76.81492513767675,-9.745043319206303
0.18003864369890885,-42.64111362504689,17.20311155897604,-76.35921228063992,-8.923014969453853
0.18332795077875974,-42.00224302165224,17.29944807437069,-75.9091612474188,-8.095324795885688
0.1866172578586106,-41.363372418257605,17.398625291331975,-75.46467798926827,-7.262066847246935
0.18990656493846148,-40.72450181486297,17.500594914503946,-75.02566784729069,-6.423335782435238
0.19319587201831237,-40.085631211468325,17.60530842325695,-74.59203572105196,-5.5792267018847
0.19648517909816324,-39.44676060807368,17.71271715399698,-74.16368622990777,-4.729834986239602
0.1997744861780141,-38.807890004679045,17.822772378618644,-73.74052386677158,-3.875256142586501
0.203063793257865,-38.1690194012844,17.93542537899953,-73.32245314412347,-3.0155856584453247
0.20635310033771587,-37.53014879788976,18.050627517466673,-72.90937873212444,-2.150918863655079
0.20964240741756673,-36.89127819449512,18.168330303196434,-72.50120558876013,-1.2813508002301148
0.21293171449741763,-36.25240759110048,18.288485454537305,-72.0978390819936,-0.4069761002073591
0.2162210215772685,-35.61353698770584,18.411044957271034,-71.69918510395706,0.47211112854538584
0.21951032865711936,-34.9746663843112,18.535961118850675,-71.30515017725853,1.3558174086361277
0.22279963573697026,-34.335795780916555,18.663186618674978,-70.91564155351952,2.2440499916864027
0.22608894281682113,-33.69692517752192,18.792674554477056,-70.53056730429695,3.1367169492531133
0.229378249896672,-33.058054574127276,18.924378484921135,-70.14983640457271,4.033727256318151
0.2326675569765229,-32.41918397073263,19.058252468515015,-69.77335880902206,4.934990867556799
0.23595686405637376,-31.780313367337996,19.194251098957402,-69.4010455212945,5.840418786618514
0.23924617113622462,-31.14144276394336,19.332329537048864,-69.03280865655913,6.749923128672414
0.24253547821607552,-30.502572160548716,19.472443539302727,-68.66856149758206,7.663417176484629
0.24582478529592638,-29.863701557154073,19.61454948339801,-68.30821854461418,8.580815430306032
0.24911409237577725,-29.224830953759437,19.758604390620857,-67.9516955593763,9.502033651857438
0.2524033994556282,-28.585960350364786,19.904565945443533,-67.59890960343411,10.426988902704537
0.25569270653547904,-27.94708974697015,20.052392512391506,-67.2497790712575,11.3555995773172
0.2589820136153299,-27.308219143575506,20.202043150349315,-66.90422371826017,12.28778543110915
0.2622713206951808,-26.66934854018087,20.353477624455042,-66.56216468411276,13.223467603751011
0.26556062777503164,-26.030477936786234,20.506656415731566,-66.2235245116201,14.162568638047638
