model,term,label,coef,se,ci_low,ci_high
M4,credit_level,Shock de crédito,-6.436177715181539,1.4895647929222453,-9.35572470930914,-3.516630721053938
M5,credit_level,Shock de crédito,-8.235508024859397,2.21066451456549,-12.56841047340776,-3.9026055763110366
M5,credit_level_x_rollover,Shock de crédito × rollover,5.446557759598283,15.864027671872105,-25.64693647727104,36.54005199646761
M6,credit_level,Shock de crédito,0.365260996309954,2.238119442725243,-4.021453111431522,4.7519751040514295
M6,credit_level_x_rollover,Shock de crédito × rollover,10.214542117364296,15.887756395164528,-20.925460417158178,41.35454465188677
