credit_level_w,spread_avg_w,n_obs
-0.04733250885501147,165.0178899603124,17
-0.021776364119079128,147.30927024123463,16
-0.009441447262057923,169.07680236137924,16
-0.002052419764918819,160.5472212781962,17
0.004171678501533604,154.96580420518256,16
0.012131888164916671,177.57498127310197,16
0.029479052209362366,137.79463006254167,16
0.07696551863805562,156.26489614970762,17
