mkt_ret_w,spread_avg_w,n_obs
-0.06022062328327309,171.48518711693612,17
-0.026277124319275202,172.9757473686997,16
-0.003187796939444082,150.41694792005714,17
0.009215322130398773,180.79648304984804,16
0.019161412922119925,149.3765973975936,16
0.029153344689697266,126.18655872969478,17
0.04374990528023581,156.9545906977516,16
0.06544327463462882,165.2231007073089,17
